UserID,Mood,Engagement,EngagementDelta,Reflection,Domain,Skills,Experience,Availability,TrueSupport,sentiment_compound,sentiment_neg,sentiment_pos,negative_word_freq,academic_signal,withdrawal_signal,motivation_signal,text_length_norm,emotional_score,academic_score,motivational_score,PredictedSupport,SupportConfidence
User_0206,4.4,0.47,-0.02,I need a push to stay consistent with my goals.,Psychology,"Research, Writing, Presentation",Expert,"Afternoon, Night",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1667,0.0,0.0,7.5,Motivational,0.75
User_0207,7.3,0.6,0.15,Had a normal day. Nothing special to report.,Mathematics,"Data Analysis, Critical Thinking",Expert,"Evening, Flexible, Night",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0208,8.0,0.73,0.06,Feeling alright. Working through my tasks steadily.,Business,"Programming, Critical Thinking",Intermediate,"Afternoon, Night",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0209,7.8,0.6,0.19,Today was balanced. Making good progress overall.,Business,"Python, Statistics",Intermediate,"Night, Morning, Weekends",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.0,Motivational,0.3
User_0210,5.5,0.38,-0.24,I can't grasp the mathematical concepts no matter how hard I try.,Biology,"Teamwork, Communication, Statistics",Advanced,"Evening, Flexible, Morning",Academic,-0.5716,0.1429,0.0,0.1429,0.1429,0.0,0.0,0.2333,3.0,8.0,2.0,Academic,0.8
User_0211,3.7,0.36,-0.15,I don't understand how to approach the research methodology.,Literature,"Presentation, Statistics",Expert,Afternoon,Academic,-0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1667,3.0,7.0,1.0,Academic,0.7
User_0212,1.7,0.13,-0.1,Everything seems too much. I feel isolated and exhausted.,Computer Science,"Teamwork, Statistics, Data Analysis, Presentation",Beginner,Night,Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,8.5,3.0,1.0,Emotional,0.85
User_0213,5.5,0.31,-0.08,I want to improve but can't find the motivation to push forward.,Business,"Writing, Data Analysis, Programming, Time Management",Beginner,"Flexible, Afternoon, Morning",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.2333,0.0,4.0,5.5,Motivational,0.55
User_0214,4.6,0.3,-0.09,My grades have been dropping and I feel academically behind.,Literature,"Teamwork, Research, Statistics, Programming, Writing",Expert,Weekends,Academic,-0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1667,0.0,5.0,4.0,Academic,0.5
User_0215,4.5,0.46,-0.11,I need a push to stay consistent with my goals.,Mathematics,"Critical Thinking, Machine Learning, Teamwork",Advanced,"Weekends, Evening, Morning",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1667,0.0,2.0,6.5,Motivational,0.65
User_0216,5.3,0.59,0.05,"I feel neutral — not bad, just stuck and unmotivated.",Computer Science,"Leadership, Data Analysis, Statistics",Beginner,Night,Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,0.0,5.5,Motivational,0.55
User_0217,3.5,0.23,-0.07,I'm falling behind on deadlines and need academic guidance.,Literature,"Problem Solving, Critical Thinking, Project Management, Writing, Leadership",Beginner,Morning,Academic,-0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.2333,3.0,5.0,2.0,Academic,0.5
User_0218,4.2,0.28,0.03,I keep procrastinating and need someone to hold me accountable.,Data Science,"Data Analysis, Presentation, Time Management, Statistics, Project Management",Advanced,"Weekends, Flexible, Afternoon",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.2,0.0,3.0,4.5,Motivational,0.45
User_0219,4.6,0.57,-0.13,I know what I need to do but I just can't get myself started.,Literature,"Communication, Presentation",Beginner,"Flexible, Afternoon",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.0,5.0,Motivational,0.5
User_0220,4.4,0.58,-0.05,I need someone to inspire me and keep me on track.,Psychology,"Python, Presentation",Beginner,Flexible,Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1667,0.0,0.0,7.5,Motivational,0.75
User_0221,4.3,0.17,-0.11,I failed my last assignment and don't know where to improve.,Business,"Presentation, Programming, Communication",Expert,"Morning, Flexible, Evening",Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,1.5,7.0,3.0,Academic,0.7
User_0222,9.6,0.87,0.02,Things are going okay. Just checking in today.,Physics,"Python, Leadership, Machine Learning, Writing",Beginner,"Afternoon, Evening",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0223,2.7,0.42,-0.11,Today was hard. I felt very lonely and couldn't concentrate.,Computer Science,"Python, Leadership, Problem Solving",Beginner,"Afternoon, Flexible",Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,8.5,2.0,2.0,Emotional,0.85
User_0224,3.9,0.39,-0.24,My grades have been dropping and I feel academically behind.,Business,"Data Analysis, Presentation, Problem Solving",Advanced,"Morning, Weekends",Academic,-0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1667,3.0,7.0,1.0,Academic,0.7
User_0225,2.7,0.1,-0.25,I'm really stressed and feeling disconnected from everyone.,Literature,"Time Management, Leadership",Beginner,"Evening, Flexible",Emotional,-1.0,0.2857,0.0,0.2857,0.0,0.1429,0.0,0.2333,10.0,5.0,0.0,Emotional,1.0
User_0226,6.3,0.16,-0.14,I'm struggling to understand the core concepts in my coursework.,Physics,"Machine Learning, Leadership, Programming, Research",Beginner,"Weekends, Afternoon, Flexible",Academic,-0.6668,0.1667,0.0,0.1667,0.5,0.0,0.0,0.2,5.5,8.0,2.0,Academic,0.8
User_0227,5.0,0.59,0.04,I keep procrastinating and need someone to hold me accountable.,Computer Science,"Teamwork, Presentation, Time Management, Communication, Statistics",Intermediate,Weekends,Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.2,0.0,0.0,6.5,Motivational,0.65
User_0228,5.5,0.43,-0.02,I need a push to stay consistent with my goals.,Mathematics,"Time Management, Research",Beginner,"Night, Evening, Flexible",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1667,0.0,0.0,7.5,Motivational,0.75
User_0229,1.8,0.21,-0.1,I don't feel motivated at all and keep withdrawing from activities.,Education,"Data Analysis, Project Management",Advanced,Afternoon,Emotional,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333,3.0,3.0,2.0,Emotional,0.3
User_0230,5.1,0.36,-0.13,"I feel neutral — not bad, just stuck and unmotivated.",Physics,"Research, Statistics, Time Management, Writing",Intermediate,"Morning, Afternoon, Flexible",Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,6.0,3.5,Academic,0.6
User_0231,6.0,0.39,-0.24,I need a study partner who can explain things differently.,Physics,"Leadership, Communication, Statistics, Programming",Advanced,Flexible,Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,0.0,8.0,3.0,Academic,0.8
User_0232,4.3,0.5,-0.24,I'm falling behind on deadlines and need academic guidance.,Mathematics,"Problem Solving, Data Analysis, Critical Thinking",Advanced,Flexible,Academic,-0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.2333,0.0,4.0,5.0,Motivational,0.5
User_0233,6.2,0.91,0.04,Today was balanced. Making good progress overall.,Data Science,"Statistics, Leadership, Time Management",Beginner,Morning,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.0,Motivational,0.3
User_0234,6.8,0.86,0.16,Had a normal day. Nothing special to report.,Business,"Machine Learning, Time Management",Beginner,"Morning, Flexible",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0235,6.1,0.39,-0.14,I need a push to stay consistent with my goals.,Mathematics,"Leadership, Python",Expert,Weekends,Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1667,0.0,6.0,4.5,Academic,0.6
User_0236,5.3,0.37,-0.12,I don't understand how to approach the research methodology.,Business,"Time Management, Writing, Communication",Beginner,"Night, Afternoon",Academic,-0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1667,0.0,8.0,3.0,Academic,0.8
User_0237,8.5,0.92,0.16,Pretty good day. Focused and productive.,Data Science,"Python, Statistics, Communication, Data Analysis, Writing",Intermediate,"Afternoon, Weekends",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0238,5.5,0.26,0.01,I need someone to inspire me and keep me on track.,Physics,"Problem Solving, Machine Learning, Critical Thinking, Time Management, Data Analysis",Advanced,"Afternoon, Morning",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1667,0.0,4.0,4.5,Motivational,0.45
User_0239,1.8,0.39,-0.07,I feel really overwhelmed lately and don't know how to cope.,Physics,"Programming, Machine Learning, Research, Writing",Intermediate,Afternoon,Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,6.0,3.0,1.0,Emotional,0.6
User_0240,6.3,0.35,-0.14,My grades have been dropping and I feel academically behind.,Education,"Problem Solving, Teamwork, Writing, Programming, Research",Advanced,"Evening, Flexible, Morning",Academic,-0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1667,0.0,8.0,3.0,Academic,0.8
User_0241,6.1,0.79,0.07,Today was balanced. Making good progress overall.,Data Science,"Writing, Leadership, Python, Statistics",Intermediate,Afternoon,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.0,Motivational,0.3
User_0242,5.3,0.47,-0.1,I need a study partner who can explain things differently.,Business,"Time Management, Programming, Problem Solving",Intermediate,Morning,Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,0.0,2.0,6.0,Motivational,0.6
User_0243,3.4,0.44,-0.14,I've been struggling with anxiety and can't focus on anything.,Business,"Machine Learning, Statistics, Problem Solving, Communication, Programming",Expert,Afternoon,Emotional,-0.6668,0.1667,0.0,0.1667,0.0,0.0,0.0,0.2,7.0,2.0,2.0,Emotional,0.7
User_0244,6.4,0.58,-0.07,I know what I need to do but I just can't get myself started.,Engineering,"Data Analysis, Communication, Presentation",Beginner,"Evening, Afternoon, Weekends",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.0,Motivational,0.6
User_0245,4.5,0.18,-0.18,I need a study partner who can explain things differently.,Education,"Time Management, Programming, Machine Learning, Research",Intermediate,"Weekends, Morning, Night",Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,1.5,7.0,3.0,Academic,0.7
User_0246,4.6,0.43,-0.11,I'm struggling to understand the core concepts in my coursework.,Mathematics,"Leadership, Python, Communication, Research",Beginner,Flexible,Academic,-0.6668,0.1667,0.0,0.1667,0.5,0.0,0.0,0.2,4.0,4.0,4.0,Emotional,0.4
User_0247,6.7,0.63,0.17,Everything is fine. Learning and growing steadily.,Physics,"Writing, Data Analysis, Leadership, Teamwork, Problem Solving",Intermediate,"Night, Morning, Flexible",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0248,2.0,0.44,-0.08,I feel really overwhelmed lately and don't know how to cope.,Business,"Statistics, Time Management, Problem Solving, Writing",Beginner,"Afternoon, Morning",Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,6.0,0.0,3.0,Emotional,0.6
User_0249,8.6,0.72,0.02,Pretty good day. Focused and productive.,Psychology,"Writing, Python, Statistics, Problem Solving, Research",Advanced,Night,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0250,6.8,0.61,0.03,Everything is fine. Learning and growing steadily.,Psychology,"Problem Solving, Python",Expert,"Morning, Evening",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0251,1.3,0.29,-0.25,Today was hard. I felt very lonely and couldn't concentrate.,Physics,"Communication, Programming",Advanced,"Night, Flexible",Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,10.0,5.0,0.0,Emotional,1.0
User_0252,4.4,0.49,-0.13,"I feel neutral — not bad, just stuck and unmotivated.",Psychology,"Python, Communication, Leadership, Programming, Teamwork",Beginner,Evening,Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,2.0,5.5,Motivational,0.55
User_0253,7.9,0.63,0.18,Things are going okay. Just checking in today.,Education,"Critical Thinking, Python, Data Analysis",Intermediate,"Night, Weekends, Flexible",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0254,6.5,0.3,-0.05,I need help organizing my study plan and understanding the material.,Mathematics,"Writing, Time Management, Research, Programming, Teamwork",Beginner,Night,Academic,-0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.2333,0.0,6.0,4.0,Academic,0.6
User_0255,5.3,0.57,-0.15,I need a push to stay consistent with my goals.,Business,"Statistics, Data Analysis",Advanced,"Night, Weekends, Evening",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1667,0.0,2.0,6.5,Motivational,0.65
User_0256,3.6,0.41,-0.08,I'm really stressed and feeling disconnected from everyone.,Literature,"Writing, Machine Learning, Teamwork",Advanced,"Morning, Flexible, Weekends",Emotional,-1.0,0.2857,0.0,0.2857,0.0,0.1429,0.0,0.2333,8.5,0.0,3.0,Emotional,0.85
User_0257,9.6,0.73,0.05,Things are manageable. Looking forward to improving more.,Physics,"Python, Writing, Communication, Data Analysis, Teamwork",Expert,"Weekends, Night, Morning",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0258,6.1,0.49,0.04,I want to improve but can't find the motivation to push forward.,Business,"Problem Solving, Teamwork",Expert,"Evening, Flexible",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.2333,0.0,0.0,6.5,Motivational,0.65
User_0259,4.1,0.44,-0.1,I need a study partner who can explain things differently.,Biology,"Programming, Teamwork, Problem Solving, Communication, Data Analysis",Expert,"Flexible, Morning, Afternoon",Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,0.0,2.0,6.0,Motivational,0.6
User_0260,1.6,0.39,-0.09,I feel hopeless about my progress and don't see a way forward.,Data Science,"Statistics, Communication, Presentation",Intermediate,"Night, Afternoon, Morning",Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,6.0,3.0,1.0,Emotional,0.6
User_0261,2.5,0.32,-0.27,I feel really overwhelmed lately and don't know how to cope.,Physics,"Time Management, Problem Solving",Expert,"Afternoon, Evening, Weekends",Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,7.5,5.0,0.0,Emotional,0.75
User_0262,5.7,0.39,-0.19,I'm falling behind on deadlines and need academic guidance.,Business,"Machine Learning, Leadership, Writing, Teamwork, Time Management",Advanced,"Evening, Flexible, Afternoon",Academic,-0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.2333,0.0,8.0,3.0,Academic,0.8
User_0263,1.8,0.24,-0.29,I feel really overwhelmed lately and don't know how to cope.,Psychology,"Teamwork, Research, Project Management",Intermediate,Flexible,Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,7.5,5.0,0.0,Emotional,0.75
User_0264,8.9,0.88,0.06,Pretty good day. Focused and productive.,Psychology,"Machine Learning, Programming, Python",Advanced,Evening,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0265,5.3,0.48,0.02,"I feel neutral — not bad, just stuck and unmotivated.",Physics,"Research, Leadership, Communication, Project Management",Beginner,"Weekends, Night, Morning",Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,0.0,5.5,Motivational,0.55
User_0266,4.7,0.5,0.03,I need someone to inspire me and keep me on track.,Biology,"Leadership, Statistics",Advanced,"Evening, Flexible",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1667,0.0,0.0,6.5,Motivational,0.65
User_0267,5.5,0.5,-0.2,I'm falling behind on deadlines and need academic guidance.,Psychology,"Time Management, Python, Programming",Beginner,"Night, Evening, Afternoon",Academic,-0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.2333,0.0,4.0,5.0,Motivational,0.5
User_0268,9.6,0.87,0.1,Feeling alright. Working through my tasks steadily.,Literature,"Machine Learning, Presentation",Expert,"Afternoon, Evening, Flexible",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0269,5.5,0.23,-0.21,I can't grasp the mathematical concepts no matter how hard I try.,Biology,"Leadership, Writing",Advanced,"Evening, Weekends, Afternoon",Academic,-0.5716,0.1429,0.0,0.1429,0.1429,0.0,0.0,0.2333,4.5,8.0,2.0,Academic,0.8
User_0270,9.5,0.83,0.19,Had a normal day. Nothing special to report.,Business,"Communication, Machine Learning, Time Management, Leadership",Beginner,Night,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0271,6.2,0.94,0.03,Today was balanced. Making good progress overall.,Engineering,"Teamwork, Project Management",Expert,"Weekends, Evening",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.0,Motivational,0.3
User_0272,5.6,0.25,-0.1,I keep procrastinating and need someone to hold me accountable.,Literature,"Writing, Problem Solving, Presentation, Time Management, Statistics",Advanced,"Evening, Afternoon",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.2,0.0,4.0,5.5,Motivational,0.55
User_0273,4.8,0.32,-0.25,My grades have been dropping and I feel academically behind.,Physics,"Writing, Machine Learning",Expert,"Flexible, Night",Academic,-0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1667,1.5,7.0,3.0,Academic,0.7
User_0274,5.6,0.34,-0.01,"I feel neutral — not bad, just stuck and unmotivated.",Computer Science,"Programming, Teamwork, Critical Thinking, Research",Beginner,Flexible,Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,4.0,4.5,Motivational,0.45
User_0275,4.7,0.35,-0.0,"I feel neutral — not bad, just stuck and unmotivated.",Psychology,"Data Analysis, Critical Thinking",Beginner,"Evening, Afternoon, Morning",Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,3.0,3.5,Emotional,0.4
User_0276,6.9,0.89,0.03,Things are going okay. Just checking in today.,Psychology,"Time Management, Leadership, Problem Solving, Research",Beginner,Night,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0277,5.3,0.17,-0.23,I'm struggling to understand the core concepts in my coursework.,Mathematics,"Presentation, Project Management, Programming, Python",Beginner,"Flexible, Evening",Academic,-0.6668,0.1667,0.0,0.1667,0.5,0.0,0.0,0.2,5.5,8.0,2.0,Academic,0.8
User_0278,3.1,0.32,-0.22,Everything seems too much. I feel isolated and exhausted.,Mathematics,"Leadership, Data Analysis, Statistics, Critical Thinking, Communication",Intermediate,"Flexible, Afternoon",Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,10.0,5.0,0.0,Emotional,1.0
User_0279,4.3,0.29,-0.11,I want to improve but can't find the motivation to push forward.,Education,"Data Analysis, Teamwork, Statistics",Advanced,"Flexible, Weekends, Morning",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.2333,1.5,5.0,4.5,Academic,0.5
User_0280,6.3,0.49,-0.05,I want to improve but can't find the motivation to push forward.,Data Science,"Problem Solving, Presentation, Data Analysis",Expert,"Afternoon, Morning",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.2333,0.0,0.0,7.5,Motivational,0.75
User_0281,3.3,0.13,-0.12,I'm really stressed and feeling disconnected from everyone.,Computer Science,"Time Management, Statistics",Beginner,"Flexible, Night, Afternoon",Emotional,-1.0,0.2857,0.0,0.2857,0.0,0.1429,0.0,0.2333,10.0,5.0,0.0,Emotional,1.0
User_0282,4.6,0.39,-0.16,I failed my last assignment and don't know where to improve.,Physics,"Communication, Leadership, Python, Statistics",Advanced,Morning,Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,0.0,7.0,3.0,Academic,0.7
User_0283,3.7,0.43,-0.23,Everything seems too much. I feel isolated and exhausted.,Computer Science,"Teamwork, Writing",Advanced,"Flexible, Afternoon, Evening",Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,8.5,2.0,2.0,Emotional,0.85
User_0284,6.0,0.48,0.01,I lack the energy to begin my tasks even though I understand them.,Business,"Statistics, Data Analysis, Teamwork",Expert,"Evening, Night",Motivational,-0.0,0.0,0.0,0.0,0.1429,0.0,0.1429,0.2333,0.0,2.0,6.5,Motivational,0.65
User_0285,5.3,0.42,-0.13,I need help organizing my study plan and understanding the material.,Computer Science,"Statistics, Data Analysis, Machine Learning",Intermediate,"Weekends, Night",Academic,-0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.2333,0.0,4.0,5.0,Motivational,0.5
User_0286,8.6,0.6,0.17,Today was balanced. Making good progress overall.,Physics,"Time Management, Data Analysis",Advanced,"Morning, Flexible",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.0,Motivational,0.3
User_0287,4.4,0.54,0.03,I know what I need to do but I just can't get myself started.,Data Science,"Data Analysis, Project Management",Expert,"Afternoon, Night, Evening",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5.0,Motivational,0.5
User_0288,1.2,0.18,-0.14,Today was hard. I felt very lonely and couldn't concentrate.,Psychology,"Teamwork, Leadership, Writing, Statistics, Time Management",Advanced,"Afternoon, Evening",Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,10.0,5.0,0.0,Emotional,1.0
User_0289,6.4,0.41,-0.25,I'm falling behind on deadlines and need academic guidance.,Mathematics,"Leadership, Programming, Machine Learning, Time Management, Statistics",Beginner,"Night, Evening",Academic,-0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.2333,0.0,4.0,5.0,Motivational,0.5
User_0290,9.8,0.75,0.01,Today was balanced. Making good progress overall.,Computer Science,"Teamwork, Statistics",Expert,"Weekends, Evening, Afternoon",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,None,0.0
User_0291,6.0,0.74,0.13,Everything is fine. Learning and growing steadily.,Business,"Presentation, Project Management, Problem Solving, Time Management, Leadership",Intermediate,Morning,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0292,4.6,0.32,-0.13,I need a push to stay consistent with my goals.,Mathematics,"Time Management, Writing",Beginner,"Afternoon, Night",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1667,1.5,5.0,4.5,Academic,0.5
User_0293,5.8,0.31,-0.12,I need help organizing my study plan and understanding the material.,Physics,"Presentation, Problem Solving, Statistics",Beginner,"Morning, Weekends",Academic,-0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.2333,1.5,8.0,3.0,Academic,0.8
User_0294,8.9,0.65,0.08,Doing well. Staying on track with my goals.,Computer Science,"Critical Thinking, Data Analysis",Intermediate,"Night, Weekends, Afternoon",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1667,0.0,0.0,2.5,Motivational,0.25
User_0295,7.7,0.88,0.15,Everything is fine. Learning and growing steadily.,Literature,"Communication, Data Analysis, Problem Solving",Intermediate,"Night, Afternoon",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0296,5.3,0.49,-0.09,I lack the energy to begin my tasks even though I understand them.,Data Science,"Research, Time Management, Machine Learning",Intermediate,"Evening, Flexible, Afternoon",Motivational,-0.0,0.0,0.0,0.0,0.1429,0.0,0.1429,0.2333,0.0,2.0,7.5,Motivational,0.75
User_0297,6.0,0.43,-0.14,I keep procrastinating and need someone to hold me accountable.,Data Science,"Machine Learning, Time Management, Project Management, Presentation, Data Analysis",Expert,"Flexible, Weekends, Evening",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.2,0.0,2.0,6.5,Motivational,0.65
User_0298,1.4,0.12,-0.1,I feel hopeless about my progress and don't see a way forward.,Computer Science,"Communication, Programming, Teamwork",Advanced,Evening,Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,6.0,3.0,1.0,Emotional,0.6
User_0299,1.7,0.37,-0.1,I'm really stressed and feeling disconnected from everyone.,Business,"Statistics, Machine Learning, Project Management, Presentation, Critical Thinking",Expert,Flexible,Emotional,-1.0,0.2857,0.0,0.2857,0.0,0.1429,0.0,0.2333,8.5,3.0,1.0,Emotional,0.85
User_0300,1.6,0.4,-0.08,I'm feeling burnt out and emotionally drained.,Literature,"Data Analysis, Programming, Project Management, Problem Solving, Critical Thinking",Advanced,Morning,Emotional,-1.0,0.4,0.0,0.4,0.0,0.0,0.0,0.1667,7.0,3.0,1.0,Emotional,0.7
User_0301,4.1,0.21,-0.15,I'm falling behind on deadlines and need academic guidance.,Business,"Programming, Presentation, Research",Beginner,"Night, Afternoon",Academic,-0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.2333,1.5,7.0,3.0,Academic,0.7
User_0302,3.1,0.15,-0.26,I don't feel motivated at all and keep withdrawing from activities.,Literature,"Critical Thinking, Communication, Writing, Programming",Expert,"Evening, Morning, Flexible",Emotional,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333,4.5,5.0,1.0,Academic,0.5
User_0303,3.9,0.28,-0.1,I've been struggling with anxiety and can't focus on anything.,Education,"Leadership, Programming, Machine Learning, Critical Thinking",Intermediate,"Morning, Evening",Emotional,-0.6668,0.1667,0.0,0.1667,0.0,0.0,0.0,0.2,7.0,3.0,1.0,Emotional,0.7
User_0304,6.9,0.9,0.11,Things are going okay. Just checking in today.,Data Science,"Statistics, Problem Solving, Research, Programming, Project Management",Advanced,"Evening, Flexible",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0305,2.1,0.38,-0.27,I'm really stressed and feeling disconnected from everyone.,Business,"Research, Project Management, Machine Learning, Programming, Time Management",Advanced,Flexible,Emotional,-1.0,0.2857,0.0,0.2857,0.0,0.1429,0.0,0.2333,8.5,5.0,0.0,Emotional,0.85
User_0306,4.8,0.28,-0.13,I know what I need to do but I just can't get myself started.,Computer Science,"Critical Thinking, Programming, Time Management, Leadership",Intermediate,"Morning, Evening",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.5,5.0,3.0,Academic,0.5
User_0307,2.9,0.43,-0.11,I've been struggling with anxiety and can't focus on anything.,Engineering,"Teamwork, Project Management, Data Analysis",Expert,Afternoon,Emotional,-0.6668,0.1667,0.0,0.1667,0.0,0.0,0.0,0.2,7.0,2.0,2.0,Emotional,0.7
User_0308,2.7,0.18,-0.24,Today was hard. I felt very lonely and couldn't concentrate.,Physics,"Python, Statistics, Teamwork, Time Management",Beginner,Evening,Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,10.0,5.0,0.0,Emotional,1.0
