"UserID","Mood","Engagement","PrevEngagement","Reflection","Domain","Skills","Availability","ExperienceLevel","Profile"
"User_370","4","0.5","0.6","I am okay but could use some guidance on next steps.","Computer Science","Mathematics|Critical Thinking|Statistics|Data Analysis","Afternoon|Flexible","Advanced","neutral"
"User_371","1","0.44","0.43","I feel anxious and unable to keep up with assignments.","Education","Leadership|Machine Learning|Python|Public Speaking|Problem Solving","Flexible|Morning|Weekends","Intermediate","negative"
"User_372","3","0.42","0.53","I have been withdrawing from group activities lately.","Computer Science","Research|Problem Solving","Evening|Afternoon|Flexible","Beginner","negative"
"User_373","7","0.73","0.82","I enjoyed the session and learned a lot of new concepts.","Business","Writing|Mathematics","Weekends|Morning","Expert","positive"
"User_374","7","0.85","0.73","My energy is high and I feel positive about my goals.","Literature","Communication|Mathematics|Statistics","Afternoon","Expert","positive"
"User_375","4","0.42","0.51","I am okay but could use some guidance on next steps.","Data Science","Writing|Problem Solving","Evening","Advanced","neutral"
"User_376","5","0.41","0.32","I am unsure about some concepts and need clarity.","Business","Research|Python|Problem Solving","Night|Weekends|Evening","Expert","neutral"
"User_377","9","0.76","0.75","My energy is high and I feel positive about my goals.","Mathematics","Statistics|Data Analysis|Writing","Evening|Flexible","Advanced","positive"
"User_378","4","0.34","0.25","I feel overwhelmed and cannot focus on anything.","Literature","Mathematics|Teaching|Leadership|Communication","Morning|Weekdays|Weekends","Expert","negative"
"User_379","2","0.3","0.2","I feel isolated and disconnected from my peers.","Education","Statistics|Public Speaking|Data Analysis|Mentoring","Morning","Intermediate","negative"
"User_380","7","0.82","0.85","Today was productive; I understood the material clearly.","Computer Science","Mentoring|Problem Solving|Data Analysis|Teaching|Machine Learning","Morning|Evening","Intermediate","positive"
"User_381","8","0.88","0.89","Today was productive; I understood the material clearly.","Physics","Communication|Data Analysis","Night|Evening|Morning","Advanced","positive"
"User_382","3","0.08","0.0","I feel anxious and unable to keep up with assignments.","Data Science","Statistics|Machine Learning","Weekends","Expert","negative"
"User_383","5","0.57","0.68","I am okay but could use some guidance on next steps.","Data Science","Machine Learning|Statistics|Mathematics|Mentoring|Teaching","Weekdays|Night","Expert","neutral"
"User_384","8","0.84","0.94","Things are going well. I feel supported and engaged.","Engineering","Public Speaking|Communication|Project Management|Data Analysis|Mathematics","Night|Weekdays","Expert","positive"
"User_385","8","0.85","0.99","I completed my tasks and feel accomplished today.","Education","Communication|Problem Solving|Project Management|Critical Thinking","Weekdays","Beginner","positive"
"User_386","5","0.7","0.58","I felt neither excited nor stressed today.","Computer Science","Leadership|Public Speaking|Communication|Python","Flexible|Evening|Weekends","Intermediate","neutral"
"User_387","5","0.44","0.46","I managed my tasks but my focus was slightly off.","Literature","Leadership|Research|Mathematics","Morning|Weekends","Expert","neutral"
"User_388","7","0.9","0.77","My energy is high and I feel positive about my goals.","Engineering","Project Management|Machine Learning|Public Speaking|Teaching|Statistics","Weekdays|Evening|Morning","Expert","positive"
"User_389","9","0.77","0.81","I enjoyed the session and learned a lot of new concepts.","Education","Project Management|Mathematics","Weekdays","Beginner","positive"
"User_390","4","0.49","0.54","It was an average day. Nothing special happened.","Business","Communication|Data Analysis|Machine Learning","Afternoon","Beginner","neutral"
"User_391","4","0.35","0.24","I feel hopeless about my academic performance.","Data Science","Leadership|Critical Thinking","Flexible|Night","Intermediate","negative"
"User_392","7","0.84","0.84","I am enthusiastic about my progress this week.","Psychology","Data Analysis|Critical Thinking|Mathematics|Machine Learning|Writing","Night","Intermediate","positive"
"User_393","2","0.27","0.15","I have been absent from sessions due to low energy.","Biology","Statistics|Research|Mathematics","Evening|Weekdays","Beginner","negative"
"User_394","6","0.5","0.54","I managed my tasks but my focus was slightly off.","Business","Mathematics|Research","Evening","Expert","neutral"
"User_395","5","0.46","0.57","I managed my tasks but my focus was slightly off.","Engineering","Statistics|Machine Learning","Afternoon","Intermediate","neutral"
"User_396","1","0.19","0.2","I am struggling with the coursework and feel lost.","Mathematics","Problem Solving|Python|Communication|Leadership|Data Analysis","Afternoon","Advanced","negative"
"User_397","5","0.61","0.7","It was an average day. Nothing special happened.","Education","Research|Writing","Evening","Intermediate","neutral"
"User_398","4","0.54","0.65","It was an average day. Nothing special happened.","Psychology","Mentoring|Research|Public Speaking|Mathematics|Communication","Morning","Advanced","neutral"
"User_399","5","0.69","0.71","I completed the work but did not feel particularly engaged.","Business","Project Management|Teaching|Data Analysis|Statistics|Writing","Weekends","Expert","neutral"
"User_400","1","0.15","0.11","I have been absent from sessions due to low energy.","Mathematics","Problem Solving|Critical Thinking|Machine Learning|Writing","Evening","Advanced","negative"
"User_401","9","0.93","1.0","I am enthusiastic about my progress this week.","Education","Data Analysis|Research","Afternoon","Advanced","positive"
"User_402","1","0.34","0.46","I have been absent from sessions due to low energy.","Literature","Critical Thinking|Leadership|Teaching","Night","Advanced","negative"
"User_403","8","0.72","0.87","I am motivated and looking forward to collaborating with others.","Literature","Project Management|Writing|Research","Weekdays|Weekends|Afternoon","Expert","positive"
"User_404","2","0.31","0.41","I feel hopeless about my academic performance.","Engineering","Statistics|Data Analysis|Project Management|Machine Learning","Afternoon","Advanced","negative"
"User_405","7","0.92","0.81","I enjoyed the session and learned a lot of new concepts.","Education","Problem Solving|Machine Learning|Mentoring|Project Management","Afternoon|Flexible","Beginner","positive"
"User_406","9","0.86","0.75","I completed my tasks and feel accomplished today.","Literature","Leadership|Mentoring|Python","Morning|Weekdays","Expert","positive"
"User_407","4","0.33","0.41","I feel isolated and disconnected from my peers.","Engineering","Problem Solving|Public Speaking|Writing|Mathematics|Leadership","Morning","Expert","negative"
"User_408","9","0.98","1.0","I completed my tasks and feel accomplished today.","Biology","Statistics|Writing|Problem Solving","Night|Weekdays|Evening","Expert","positive"
"User_409","4","0.58","0.57","I am unsure about some concepts and need clarity.","Business","Teaching|Machine Learning|Public Speaking|Mathematics|Data Analysis","Weekdays|Flexible|Morning","Beginner","neutral"
"User_410","1","0.4","0.37","I feel anxious and unable to keep up with assignments.","Data Science","Machine Learning|Python|Data Analysis|Critical Thinking|Mathematics","Morning|Afternoon|Evening","Expert","negative"
"User_411","9","0.81","0.69","I enjoyed the session and learned a lot of new concepts.","Mathematics","Machine Learning|Data Analysis","Night","Expert","positive"
"User_412","5","0.63","0.56","I am okay but could use some guidance on next steps.","Education","Communication|Problem Solving|Python|Writing|Project Management","Weekdays|Afternoon|Night","Beginner","neutral"
"User_413","2","0.34","0.41","I am struggling with the coursework and feel lost.","Psychology","Machine Learning|Problem Solving","Evening|Morning|Weekends","Expert","negative"
"User_414","2","0.2","0.1","I cannot understand the material no matter how hard I try.","Computer Science","Public Speaking|Communication|Teaching","Flexible|Afternoon|Weekdays","Intermediate","negative"
"User_415","4","0.17","0.02","I am frustrated and feel like giving up on my goals.","Mathematics","Statistics|Writing|Leadership","Weekends","Advanced","negative"
"User_416","7","0.56","0.59","It was an average day. Nothing special happened.","Literature","Leadership|Public Speaking|Teaching|Mentoring|Problem Solving","Night|Flexible","Beginner","neutral"
"User_417","9","0.87","0.92","I completed my tasks and feel accomplished today.","Computer Science","Writing|Python|Mentoring","Morning|Afternoon","Beginner","positive"
"User_418","3","0.18","0.21","I am struggling with the coursework and feel lost.","Computer Science","Critical Thinking|Writing","Weekdays","Advanced","negative"
"User_419","2","0.44","0.54","I feel hopeless about my academic performance.","Business","Statistics|Mathematics","Evening|Flexible","Expert","negative"
"User_420","1","0.17","0.2","I have been withdrawing from group activities lately.","Psychology","Communication|Data Analysis|Critical Thinking|Project Management","Weekdays","Intermediate","negative"
"User_421","7","0.82","0.83","I am enthusiastic about my progress this week.","Education","Research|Data Analysis|Teaching|Mathematics","Afternoon|Weekends","Expert","positive"
"User_422","7","0.64","0.73","My performance was moderate. I need to push a bit more.","Mathematics","Python|Statistics|Public Speaking","Weekdays|Morning","Intermediate","neutral"
"User_423","4","0.07","0.01","I feel isolated and disconnected from my peers.","Data Science","Python|Mentoring|Leadership","Evening|Flexible|Morning","Advanced","negative"
"User_424","4","0.43","0.56","I managed my tasks but my focus was slightly off.","Business","Machine Learning|Teaching|Project Management|Python|Writing","Evening","Advanced","neutral"
"User_425","7","0.64","0.74","I am okay but could use some guidance on next steps.","Physics","Mentoring|Problem Solving|Data Analysis","Night|Flexible","Beginner","neutral"
"User_426","9","0.84","0.79","I feel confident and ready to tackle the challenges ahead.","Biology","Mathematics|Public Speaking|Communication|Statistics","Evening","Beginner","positive"
"User_427","5","0.57","0.5","I am unsure about some concepts and need clarity.","Engineering","Project Management|Mathematics","Weekdays|Evening","Beginner","neutral"
"User_428","8","0.78","0.78","I am enthusiastic about my progress this week.","Biology","Writing|Statistics|Communication|Python","Morning","Expert","positive"
"User_429","2","0.13","0.12","I am frustrated and feel like giving up on my goals.","Data Science","Mathematics|Communication|Writing|Statistics","Weekdays|Afternoon|Flexible","Beginner","negative"
"User_430","1","0.05","0.0","I feel overwhelmed and cannot focus on anything.","Literature","Communication|Problem Solving","Morning","Advanced","negative"
"User_431","2","0.18","0.11","I feel anxious and unable to keep up with assignments.","Mathematics","Data Analysis|Communication|Mathematics|Problem Solving","Morning|Evening|Afternoon","Intermediate","negative"
"User_432","7","0.72","0.75","Things are going well. I feel supported and engaged.","Data Science","Research|Writing|Machine Learning|Public Speaking","Afternoon|Flexible|Morning","Advanced","positive"
"User_433","10","0.67","0.64","I feel confident and ready to tackle the challenges ahead.","Physics","Statistics|Critical Thinking","Morning","Expert","positive"
"User_434","4","0.3","0.18","I am exhausted and demotivated. Nothing seems to work.","Business","Machine Learning|Mathematics|Mentoring","Morning|Night|Weekends","Intermediate","negative"
"User_435","4","0.09","0.18","I am exhausted and demotivated. Nothing seems to work.","Physics","Leadership|Public Speaking|Writing|Teaching|Research","Night|Afternoon","Advanced","negative"
"User_436","4","0.25","0.33","I am struggling with the coursework and feel lost.","Physics","Communication|Problem Solving","Flexible|Afternoon","Advanced","negative"
"User_437","5","0.55","0.47","I am unsure about some concepts and need clarity.","Psychology","Data Analysis|Mentoring|Statistics|Research","Night|Flexible|Weekends","Expert","neutral"
"User_438","8","0.99","1.0","I enjoyed the session and learned a lot of new concepts.","Psychology","Leadership|Project Management|Machine Learning|Teaching","Flexible|Night","Advanced","positive"
"User_439","7","0.91","0.97","My energy is high and I feel positive about my goals.","Psychology","Communication|Data Analysis|Statistics|Problem Solving|Writing","Night|Morning","Beginner","positive"
"User_440","7","0.5","0.49","It was an average day. Nothing special happened.","Psychology","Project Management|Writing|Teaching","Flexible|Morning|Afternoon","Intermediate","neutral"
"User_441","10","0.72","0.75","Things are going well. I feel supported and engaged.","Mathematics","Public Speaking|Critical Thinking|Machine Learning|Communication","Weekends","Beginner","positive"
"User_442","5","0.66","0.77","It was an average day. Nothing special happened.","Business","Python|Machine Learning","Flexible|Evening|Morning","Advanced","neutral"
"User_443","10","0.87","0.97","I enjoyed the session and learned a lot of new concepts.","Education","Critical Thinking|Data Analysis|Leadership|Mentoring|Writing","Afternoon|Flexible","Expert","positive"
"User_444","7","0.45","0.5","I am okay but could use some guidance on next steps.","Engineering","Statistics|Mentoring","Afternoon","Expert","neutral"
"User_445","2","0.08","0.0","I cannot understand the material no matter how hard I try.","Physics","Teaching|Writing|Problem Solving|Data Analysis|Critical Thinking","Flexible|Night|Weekdays","Advanced","negative"
"User_446","4","0.57","0.63","My performance was moderate. I need to push a bit more.","Data Science","Critical Thinking|Data Analysis|Teaching|Communication","Morning","Expert","neutral"
"User_447","10","0.99","1.0","Today was productive; I understood the material clearly.","Engineering","Problem Solving|Data Analysis|Statistics|Project Management","Morning|Afternoon|Night","Beginner","positive"
"User_448","6","0.58","0.54","I managed my tasks but my focus was slightly off.","Data Science","Problem Solving|Public Speaking","Night|Weekends|Evening","Expert","neutral"
"User_449","3","0.17","0.19","I feel overwhelmed and cannot focus on anything.","Literature","Machine Learning|Mathematics|Teaching|Research","Weekdays","Expert","negative"
"User_450","6","0.64","0.57","It was an average day. Nothing special happened.","Mathematics","Statistics|Writing|Data Analysis|Public Speaking|Research","Afternoon|Weekends","Advanced","neutral"
"User_451","7","0.86","0.95","I am motivated and looking forward to collaborating with others.","Physics","Mathematics|Writing|Research|Machine Learning","Night","Intermediate","positive"
"User_452","3","0.44","0.49","I have been withdrawing from group activities lately.","Literature","Project Management|Problem Solving|Mathematics","Flexible|Night","Intermediate","negative"
"User_453","2","0.13","0.12","I feel isolated and disconnected from my peers.","Computer Science","Mathematics|Project Management|Statistics|Python","Night","Expert","negative"
"User_454","5","0.51","0.56","I am unsure about some concepts and need clarity.","Physics","Writing|Data Analysis|Critical Thinking|Python","Flexible|Night","Expert","neutral"
"User_455","1","0.09","0.14","I have been absent from sessions due to low energy.","Business","Teaching|Mentoring|Research|Communication|Mathematics","Flexible|Morning","Advanced","negative"
"User_456","5","0.62","0.47","My performance was moderate. I need to push a bit more.","Data Science","Mentoring|Machine Learning|Writing|Communication","Morning|Weekdays|Flexible","Beginner","neutral"
"User_457","7","0.89","1.0","Things are going well. I feel supported and engaged.","Biology","Research|Leadership|Python|Mathematics","Morning|Flexible|Weekends","Intermediate","positive"
"User_458","4","0.43","0.42","I am okay but could use some guidance on next steps.","Education","Public Speaking|Statistics|Machine Learning","Evening","Advanced","neutral"
"User_459","4","0.42","0.39","I am exhausted and demotivated. Nothing seems to work.","Education","Research|Writing|Mathematics|Statistics","Flexible|Morning","Expert","negative"
"User_460","3","0.43","0.31","I am exhausted and demotivated. Nothing seems to work.","Engineering","Statistics|Problem Solving|Leadership|Teaching|Critical Thinking","Weekdays","Expert","negative"
"User_461","7","0.47","0.59","I completed the work but did not feel particularly engaged.","Physics","Statistics|Python|Public Speaking|Mathematics","Weekdays|Evening|Night","Beginner","neutral"
"User_462","7","0.98","0.96","I enjoyed the session and learned a lot of new concepts.","Mathematics","Machine Learning|Communication|Critical Thinking","Morning|Weekends|Night","Expert","positive"
"User_463","1","0.27","0.23","I feel overwhelmed and cannot focus on anything.","Education","Statistics|Teaching|Data Analysis|Communication|Machine Learning","Evening|Night|Morning","Beginner","negative"
"User_464","3","0.08","0.14","I am frustrated and feel like giving up on my goals.","Mathematics","Writing|Data Analysis|Python","Weekdays|Afternoon","Advanced","negative"
"User_465","3","0.24","0.11","I am frustrated and feel like giving up on my goals.","Biology","Python|Leadership|Public Speaking","Weekends|Afternoon|Night","Expert","negative"
"User_466","6","0.55","0.52","Today was fine but I could be more productive.","Computer Science","Communication|Python","Flexible|Weekdays","Beginner","neutral"
"User_467","10","0.98","1.0","I am motivated and looking forward to collaborating with others.","Literature","Public Speaking|Statistics|Python","Afternoon|Night|Morning","Expert","positive"
"User_468","5","0.61","0.71","I am okay but could use some guidance on next steps.","Computer Science","Mentoring|Python|Research","Night","Intermediate","neutral"
"User_469","7","0.69","0.83","I completed my tasks and feel accomplished today.","Psychology","Critical Thinking|Communication|Mathematics","Weekdays|Night|Evening","Beginner","positive"
"User_470","5","0.5","0.56","My performance was moderate. I need to push a bit more.","Computer Science","Communication|Statistics|Project Management","Afternoon|Night","Intermediate","neutral"
"User_471","7","0.47","0.58","It was an average day. Nothing special happened.","Engineering","Mathematics|Project Management","Weekends|Night|Afternoon","Beginner","neutral"
"User_472","7","0.71","0.72","Today was productive; I understood the material clearly.","Literature","Critical Thinking|Machine Learning|Mathematics|Problem Solving","Afternoon|Flexible|Weekdays","Advanced","positive"
"User_473","5","0.58","0.53","It was an average day. Nothing special happened.","Literature","Machine Learning|Problem Solving|Teaching","Weekdays","Advanced","neutral"
"User_474","8","0.72","0.65","Today was productive; I understood the material clearly.","Literature","Project Management|Mathematics|Data Analysis|Public Speaking","Night","Intermediate","positive"
"User_475","8","0.89","0.83","My energy is high and I feel positive about my goals.","Physics","Writing|Mentoring|Python","Weekdays","Advanced","positive"
"User_476","6","0.59","0.59","Today was fine but I could be more productive.","Computer Science","Machine Learning|Python","Afternoon|Flexible|Morning","Expert","neutral"
"User_477","8","0.9","0.85","Things are going well. I feel supported and engaged.","Education","Machine Learning|Mentoring|Communication","Flexible","Beginner","positive"
"User_478","10","0.95","0.86","I enjoyed the session and learned a lot of new concepts.","Biology","Problem Solving|Teaching","Morning|Night","Intermediate","positive"
"User_479","5","0.52","0.38","I am okay but could use some guidance on next steps.","Physics","Mentoring|Communication|Research","Evening","Intermediate","neutral"
"User_480","6","0.44","0.46","Today was fine but I could be more productive.","Physics","Writing|Mathematics|Communication|Leadership|Research","Afternoon|Weekdays|Weekends","Intermediate","neutral"
"User_481","5","0.43","0.41","Today was fine but I could be more productive.","Biology","Project Management|Problem Solving|Research|Python|Critical Thinking","Flexible|Afternoon|Weekdays","Advanced","neutral"
"User_482","8","0.97","0.98","I feel confident and ready to tackle the challenges ahead.","Education","Python|Problem Solving","Flexible|Weekends|Morning","Expert","positive"
"User_483","4","0.54","0.48","My performance was moderate. I need to push a bit more.","Psychology","Machine Learning|Public Speaking","Afternoon|Flexible","Advanced","neutral"
"User_484","4","0.4","0.31","I felt neither excited nor stressed today.","Engineering","Project Management|Teaching|Machine Learning|Public Speaking|Python","Night|Afternoon","Expert","neutral"
"User_485","4","0.33","0.42","I feel overwhelmed and cannot focus on anything.","Psychology","Public Speaking|Machine Learning|Communication|Data Analysis|Python","Night|Evening","Intermediate","negative"
"User_486","9","0.91","0.87","I feel confident and ready to tackle the challenges ahead.","Data Science","Public Speaking|Python|Statistics|Critical Thinking","Night|Weekends","Beginner","positive"
"User_487","7","0.85","0.93","I completed my tasks and feel accomplished today.","Engineering","Leadership|Data Analysis|Statistics|Mentoring","Weekdays|Weekends","Intermediate","positive"
"User_488","3","0.19","0.18","I am exhausted and demotivated. Nothing seems to work.","Data Science","Research|Python|Statistics|Communication|Machine Learning","Night|Weekends","Beginner","negative"
"User_489","6","0.54","0.48","I managed my tasks but my focus was slightly off.","Psychology","Public Speaking|Problem Solving|Statistics","Night","Intermediate","neutral"
"User_490","1","0.12","0.26","I am struggling with the coursework and feel lost.","Engineering","Writing|Project Management|Leadership|Data Analysis|Mentoring","Evening","Expert","negative"
"User_491","5","0.54","0.64","I am unsure about some concepts and need clarity.","Physics","Research|Leadership","Morning","Intermediate","neutral"
"User_492","6","0.52","0.64","I managed my tasks but my focus was slightly off.","Business","Teaching|Mentoring|Machine Learning|Data Analysis|Mathematics","Night|Evening","Intermediate","neutral"
"User_493","9","0.73","0.79","Things are going well. I feel supported and engaged.","Mathematics","Writing|Communication","Night|Afternoon","Intermediate","positive"
"User_494","8","0.94","0.85","I am motivated and looking forward to collaborating with others.","Engineering","Statistics|Python|Communication","Afternoon|Night|Evening","Advanced","positive"
"User_495","4","0.6","0.73","I managed my tasks but my focus was slightly off.","Engineering","Problem Solving|Data Analysis|Writing|Project Management","Morning|Flexible","Expert","neutral"
"User_496","4","0.42","0.51","I have been withdrawing from group activities lately.","Computer Science","Mentoring|Machine Learning|Research|Problem Solving","Flexible|Weekends","Intermediate","negative"
"User_497","4","0.19","0.23","I am struggling with the coursework and feel lost.","Physics","Writing|Mentoring","Morning|Evening|Flexible","Expert","negative"
"User_498","9","0.68","0.69","I feel confident and ready to tackle the challenges ahead.","Literature","Teaching|Data Analysis|Leadership","Afternoon|Morning","Beginner","positive"
"User_499","4","0.69","0.65","I am unsure about some concepts and need clarity.","Biology","Communication|Teaching|Project Management|Data Analysis|Python","Evening|Night|Afternoon","Expert","neutral"
"User_500","6","0.5","0.44","I felt neither excited nor stressed today.","Physics","Leadership|Machine Learning","Weekdays|Night","Expert","neutral"
"User_501","4","0.34","0.21","I cannot understand the material no matter how hard I try.","Engineering","Writing|Leadership","Night|Weekends","Advanced","negative"
"User_502","4","0.09","0.19","I cannot understand the material no matter how hard I try.","Mathematics","Writing|Data Analysis|Problem Solving|Machine Learning|Teaching","Afternoon","Intermediate","negative"
"User_503","10","0.66","0.56","I am enthusiastic about my progress this week.","Literature","Problem Solving|Data Analysis|Machine Learning|Public Speaking","Morning","Beginner","positive"
"User_504","10","0.69","0.77","I am enthusiastic about my progress this week.","Education","Problem Solving|Machine Learning|Mentoring","Morning","Beginner","positive"
"User_505","4","0.58","0.58","I managed my tasks but my focus was slightly off.","Literature","Teaching|Critical Thinking|Research|Mentoring|Machine Learning","Weekdays|Morning","Advanced","neutral"
"User_506","6","0.45","0.41","It was an average day. Nothing special happened.","Engineering","Problem Solving|Machine Learning|Writing|Communication","Morning","Advanced","neutral"
"User_507","6","0.41","0.42","I felt neither excited nor stressed today.","Data Science","Data Analysis|Leadership","Afternoon|Morning|Weekends","Intermediate","neutral"
"User_508","3","0.16","0.11","I feel isolated and disconnected from my peers.","Psychology","Project Management|Writing|Python|Public Speaking","Evening|Flexible|Night","Expert","negative"
"User_509","1","0.14","0.12","I have been absent from sessions due to low energy.","Biology","Mathematics|Data Analysis|Teaching","Flexible|Weekends|Weekdays","Beginner","negative"
"User_510","1","0.38","0.28","I feel overwhelmed and cannot focus on anything.","Physics","Research|Machine Learning|Communication|Writing","Weekends|Flexible","Advanced","negative"
"User_511","7","0.73","0.59","I am motivated and looking forward to collaborating with others.","Biology","Writing|Leadership|Public Speaking|Statistics","Weekdays|Morning","Beginner","positive"
"User_512","7","0.41","0.46","I completed the work but did not feel particularly engaged.","Computer Science","Problem Solving|Statistics","Morning|Flexible","Advanced","neutral"
"User_513","1","0.42","0.52","I feel anxious and unable to keep up with assignments.","Literature","Writing|Mentoring|Communication","Morning","Intermediate","negative"
"User_514","3","0.19","0.2","I have been absent from sessions due to low energy.","Literature","Data Analysis|Teaching|Statistics","Flexible","Beginner","negative"
"User_515","3","0.12","0.18","I have been absent from sessions due to low energy.","Computer Science","Public Speaking|Leadership","Flexible|Weekdays|Night","Advanced","negative"
"User_516","7","0.71","0.72","Things are going well. I feel supported and engaged.","Education","Leadership|Data Analysis|Public Speaking|Critical Thinking|Statistics","Morning|Night","Beginner","positive"
"User_517","6","0.61","0.67","It was an average day. Nothing special happened.","Psychology","Problem Solving|Statistics|Critical Thinking|Research","Weekends|Weekdays","Advanced","neutral"
"User_518","2","0.27","0.12","I am exhausted and demotivated. Nothing seems to work.","Education","Project Management|Statistics|Mathematics","Weekdays|Evening","Intermediate","negative"
"User_519","1","0.21","0.28","I have been absent from sessions due to low energy.","Psychology","Writing|Critical Thinking","Weekdays|Weekends","Beginner","negative"
"User_520","2","0.08","0.15","I feel anxious and unable to keep up with assignments.","Business","Teaching|Project Management|Critical Thinking","Afternoon","Expert","negative"
